Identifier,Title#1,Description#1,Description Type#1,Description#2,Description Type#2,Description#3,Description Type#3,Subject#1,Subject Type#1,Subject#10,Subject Type#10,Subject#11,Subject Type#11,Subject#12,Subject Type#12,Subject#13,Subject Type#13,Subject#14,Subject Type#14,Subject#15,Subject Type#15,Subject#16,Subject Type#16,Subject#17,Subject Type#17,Subject#18,Subject Type#18,Subject#19,Subject Type#19,Subject#2,Subject Type#2,Subject#3,Subject Type#3,Subject#4,Subject Type#4,Subject#5,Subject Type#5,Subject#6,Subject Type#6,Subject#7,Subject Type#7,Subject#8,Subject Type#8,Subject#9,Subject Type#9,Source#1,Creator#1,Creator Type#1,Contributor#1,Contributor Type#1,Contributor#2,Contributor Type#2,Contributor#3,Contributor Type#3,Contributor#4,Contributor Type#4,Contributor#5,Contributor Type#5,Contributor#6,Contributor#7,Rights,Date#1,Format Medium#1,Format Media Type#1,Language#1,Language#2,Language#3,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
narv_brak_FilmStudiesPolicyMeeting1984_P3,"Film Studies Policy Meeting, 1984 - Part 3","Continues 'Film Studies Policy Meeting, 1984 - Part 1 and 2.' This 3-part recording has Film Studies professors of the University of Colorado discussing the pros and cons of films being purchased for the University of Colorado as video tapes (VHS/Betamax). Issues such as student accessibility, qualitative differences, deterioration, lack of funds, and the department's main focus for teaching film are addressed. Stan Brakhage adamantly pleads with his colleagues, not to accept the new technology because it is inferior, even though video recordings are cheaper to purchase and easier for the student to use than reel-to-reel films are. In part 3, after further debate, the agreement is reached that videos will not be used in the classroom but may be useful for students wanting to view films on their own. A small collection would be purchased and housed at the Norlin Library.",Abstract,"00:00 The discussion continues about whether the film studies program ought to embrace video technology for viewing, teaching, and as a creative tool. 46:10 The policy is read out and they vote on the first motion 46:55 The second motion (forming a collection sub-committee) is formulated 49:10 The second motion is read out and they vote 51:41 End",SegmentSequence,University of Colorado (Boulder campus),Venue,Film teachers -- 20th century,lcsh,,,,,,,,,,,,,,,,,,,,,Motion pictures -- Study and teaching (Higher),lcsh,Filmmaking (Motion pictures) -- Study and teaching (Higher),lcsh,Motion pictures -- Technological innovations -- 20th century,lcsh,Video tapes in education,lcsh,"Brakhage, Stan",naf,,,,,,,narv_brak_FilmStudiesPolicyMeeting1984_P3,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1984,audio/mp3,Sound,English,,,1095356,4606,narv_brak_FilmStudiesPolicyMeeting1984_P3.mp3
narv_brak_FromGrassetoJane1980,Horoscope interpretation from Ray Grasse to Jane Brakhage,Ray Grasse interprets the astrological birth chart of Jane Brakhage and then points to planetary influences that are in force or coming up. Note: There is static interference throughout this recording.,Abstract,0:00 Grasse addresses Jane and begins to talk about her birth chart 45:30 End,SegmentSequence,,,"Wodening, Jane, 1936-",naf,,,,,,,,,,,,,,,,,,,,,Astrology,lcsh,Horoscopes,lcsh,,,,,,,,,,,,,narv_brak_FromGrassetoJane1980,"Brakhage, Stan",naf,"Grasse, Ray",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1980-03,audio/mp3,Sound,English,,,1095355,4606,narv_brak_FromGrassetoJane1980.mp3
narv_brak_HarryWilkerson,Harry Wilkerson: a recording for Stan Brakhage,"In a tape to Stan Brakhage, Wilkerson talks about his relationship with a woman he met in Houston. He relates how obsessed he is and expresses his frustrations. Intermittently, he gets into other topics. Talks about jazz, his mental states, and his life situation. He plays some jazz recordings by Carmen McRae and other artists. Finally he asks Stan to send him a few written lines with his signature for the purpose of impressing the woman.",Abstract,"00:00 Wilkerson reads a letter from a woman he's been corresponding with 05:20 He comments on his psychiatric care and his thoughts about the woman 09:30 Talks about jazz music 13:00 Talks about his current troubling emotions 16:15 Taking refuge in intellectualism, music (jazz) 17:15 Expounds on the woman's boy friend 19:00 Goes into his mental problems, loneliness, purposelessness 24:15 Talks about his attitude toward women 26:00 Talks about his depression 29:00 Puts on ""No more blues"" by Carmen McRae 33:00 Plays another blues song of hers 37:30 A jazz song follows 39:45 Comments about art versus main stream culture 40:45 Proposes that Stan send him an autograph for the woman 44:30 Elaborates about how the woman is not responding to him - breaks off 46:15 Tells a strange story about a teacher and a student in Denver 51:30 Talks about meeting the woman and her fiancé in Houston 01:01:40 The woman tells him how depressed she is 01:04:30 He writes letters, and sends her gifts 01:10:15 Expounds further on jazz music and plays Lee Konitz' 'On green dolphin street' 01:18:15 Plays a recording of the same song by Carmen McRae 01:22:30 He relates returning from Houston to meet Stan 01:25:30 Explains again his request for Brakhage's autograph for the woman 01:31: Announces that he will read the woman's letter on the other side of the tape 01:32:30 End",SegmentSequence,,,"Wilkerson, Harry",,,,,,,,,,,,,,,,,,,,,,Man-woman relationships,lcsh,Jazz,lcsh,"McRae, Carmen",naf,Depression in men -- Personal narratives,lcsh,Mental health -- Personal narratives,lcsh,,,,,,,narv_brak_HarryWilkerson,"Brakhage, Stan",naf,"Wilkerson, Harry",,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1095354,4606,narv_brak_HarryWilkerson.mp3
narv_brak_intothefurnacemccabe,Into the Furnace - Sound collage by McCabe,"This recording is a collage of clips from various artists and art forms, including mostly poetry, films, song performances, opera, and jazz but also a few of science, news media, and religion. They swirl around such topics as life and death; conflict, coping, despair, and hope; individual and society; violence and love. Singer songwriters include, Leonard Cohen, Bob Dylan, Van Morrison, Phil Ochs. Poets might be Allan Ginsberg and others not easily identifiable. Comedic live performance may be of Lenny Bruce. It was created by McCabe, and the theme is expressed in a song by Leonard Cohen: ""Into this furnace I ask you now to venture, you whom I cannot betray.""",Abstract,"00:00 Leonard Cohen's song of ""The Old Revolution"" begins the sound collage 01:35:10 End",SegmentSequence,,,Popular culture -- United States -- 20th century,lcsh,,,,,,,,,,,,,,,,,,,,,Sound recording and the arts -- United States --20th century,lcsh,,,,,,,,,,,,,,,narv_brak_intothefurnacemccabe,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1095342,4606,narv_brak_intothefurnacemccabe.mp3
narv_brak_JaneStanMcCabePlay,A play read by Stan and Jane Brakhage and McCabe,"Brakhage, his wife, Jane, and (Scott?) McCabe read the parts of the characters of a play.",Abstract,"00:00 Brakhage begins
13:50 Jane begins 
45:00 McCabe begins
01:30:48 End
",SegmentSequence,,,Oral interpretation of fiction,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narv_brak_JaneStanMcCabePlay,"Brakhage, Stan",naf,"Wodening, Jane, 1936-",naf,"McCabe, Scott",,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1095404,4606,narv_brak_JaneStanMcCabePlay.mp3
narv_brak_JimsNogra1,Sound recording 1: Nature,"A recording of ambient outdoor sounds, including insects, frogs, birds, a dog, walking person, passing airplanes. The second half repeats the recording but it is playing backwards.",Abstract,"00:00 Sounds begin
16:30 Backward recording begins
32:44 End
",SegmentSequence,,,Sound recording,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narv_brak_JimsNogra1,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,,,,1095403,4606,narv_brak_JimsNogra1.mp3
narv_brak_JimsNogra2,Sound recording 2:  Indoors,"A recording - with long periods of silence - of indoor sounds, children's voices, whistling. The second half repeats the recording but it is playing backwards.",Abstract,"00:00 Sounds begin
16:30 Backward recording begins
32:47 End
",SegmentSequence,,,Sound recording,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narv_brak_JimsNogra2,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,,,,1095402,4606,narv_brak_JimsNogra2.mp3
narv_brak_JimsNogra3,Sound recording 3:  Children,"A recording - with long periods of silence - of children's conversations, whistling, indoor sound. The second half repeats the recording but it is playing backwards. ",Abstract,"00:00 Sounds begin
16:20 Backward recording begins
32:48 End
",SegmentSequence,,,Sound recording,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narv_brak_JimsNogra3,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,,,,1095401,4606,narv_brak_JimsNogra3.mp3
narv_brak_JimsNogra4,Sound recording 4:  (DUP of Sound recording 3: Children),Duplication of Sounds 3:  Children.,Abstract,"00:00 Sounds begin
16:20 Backward recording begins
32:48 End
",SegmentSequence,,,Sound recording,lcsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narv_brak_JimsNogra4,"Brakhage, Stan",naf,,,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,,,,1095400,4606,narv_brak_JimsNogra4.mp3
narv_brak_kennertheeclipseofthemimetic1979,Hugh Kenner lecture 'Eclipse of the memetic' - Part 1,"A lecture given by Hugh Kenner at the Walker Art Center's 'Learning Museum on the Status and Nature of the Vanguard.' In this recording he examines the historical developments between language, prose, poetry, and literary criticism. He looks at works by James Joyce, Gustave Flaubert, William Carlos Williams, and Ezra Pound. Continued on 'Hugh Kenner lecture 'Eclipse of the memetic' - Part 2.'",Abstract,"0:00 Speaker introduces Hugh Kenner 03:00 Kenner begins talking about the arts and their differences 07:15 Talks about literature, words, learning to speak, the language qualities of prose 25:10 He goes into influence of poetry on Prose from 1910-1950 25:50 Talks about various aspects of poetry, giving examples 45:30 Defines avant-garde writing and talks about 20th-century literary theory and criticism 01:03:30 Questions and answers follow about the points he made 01:28:30 End",SegmentSequence,,,Literature -- History and criticism,lcsh,,,,,,,,,,,,,,,,,,,,,Language and languages in literature,lcsh,Language arts,lcsh,Prose literature -- History and criticism,lcsh,Poetry -- History and criticism,lcsh,,,,,,,,,narv_brak_kennertheeclipseofthemimetic1979,"Brakhage, Stan",naf,"Kenner, Hugh",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1979,audio/mp3,Sound,English,,,1095353,4606,narv_brak_kennertheeclipseofthemimetic1979.mp3
narv_brak_kennertheeclipseofthemimetic1979_p2,Hugh Kenner lecture 'Eclipse of the memetic' - Part 2,"Continues 'Hugh Kenner lecture 'Eclipse of the memetic' - Part 1.' The question and answer session with Hugh Kenner, after his lecture at the Walker Art Center's 'Learning Museum on the Status and Nature of the Vanguard,' concludes with this brief recording.",Abstract,00:00 The question and answer session continues with Kenner clarifying points he made in the lecture 07:20 End,SegmentSequence,,,Literature -- History and criticism,lcsh,,,,,,,,,,,,,,,,,,,,,Language and languages in literature,lcsh,,,,,,,,,,,,,,,narv_brak_kennertheeclipseofthemimetic1979_p2,"Brakhage, Stan",naf,"Kenner, Hugh",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1979,audio/mp3,Sound,English,,,1095352,4606,narv_brak_kennertheeclipseofthemimetic1979_p2.mp3
narv_brak_kennethAngerLectureChicago1980,Kenneth Anger Lecture (excerpt),This recording is an excerpt from a lecture given by Kenneth Anger. The speaker is very hard to understand. There is much interference from the cassette recorder.,Abstract,00:00 Speaker begins 18:50 Lecture ends. Silence to End 19:50 End,SegmentSequence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,narv_brak_kennethAngerLectureChicago1980,"Brakhage, Stan",naf,"Anger, Kenneth",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1984,audio/mp3,Source,English,,,1095341,4606,narv_brak_kennethAngerLectureChicago1980.mp3
narv_brak_KidsSingingQuarrelGuiltSewingScene,Children singing - Stan and Jane Brakhage quarreling,"Recording of very young children singing songs, likely Stan Brakhage's own children. Stan and Jane sing and play a recorder. Then an argument begins between them. Finally the singing resumes and general activities can be heard.",Abstract,"00:00 Children sing 
13:12 Stan talks about being criticized
14:20 Jane responds and an argument ensues
26:40 The arguing pauses. Children's voices.
28:55 The singing resumes
32:45 General commotion
36:40 Talking and activities
48:51 End
",SegmentSequence,,,Children -- United States -- 1960-1970 -- voices,lcsh,,,,,,,,,,,,,,,,,,,,,Man-woman relationships,lcsh,"Brakhage, Stan",naf,Families -- United States,lcsh,,,,,,,,,,,narv_brak_KidsSingingQuarrelGuiltSewingScene,"Brakhage, Stan",naf,"Wodening, Jane, 1936-",naf,,,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,,audio/mp3,Sound,English,,,1095399,4606,narv_brak_KidsSingingQuarrelGuiltSewingScene.mp3
narv_brak_lakeandmorrispoetryreading1979,A poetry reading in Denver with Larry Lake and James Ryan Morris,Larry Lake and James Ryan Morris alternate reading their poems at a Mile High Underground (?) in Denver. Note: Sound is very muted until 01:15 and in other places. Background noises of a club throughout.,Abstract,"00:00 Speaker introduces two poets 01:15 Lake reads a poem 02:00 Morris reads a poem 05:00 Morris reads a poem 05:30 Lake reads a poem 07:10 Morris reads a poem about Billie Holiday 08:30 Morris reads a poem, a eulogy for Wallace Berman 09:30 Lake reads a poem for John Garfield 11:50 Lake reads a poem 12:30 Morris reads a poem (sound broken up) 14:50 Lake reads a poem 15:25 Morris reads a poem (sound skips) 17:15 Lake reads a poem 18:05 Morris introduces and reads a poem about being in Venice 22:15 Lake reads (nearly unintelligible) 23:00 Morris reads a poem (nearly unintelligible) 23:40 Morris reads a poem 24:30 Lake reads a poem 25:35 Morris reads a poem (sound skips) 27:40 Lake reads a poem 29:15 Reading ends 29:30 A different speaker reads a poem (at another reading event) 30:50 End",SegmentSequence,,,Poets -- 20th century,lcsh,,,,,,,,,,,,,,,,,,,,,"Poetry, American -- 20th century",lcsh,Oral interpretation of poetry,lcsh,,,,,,,,,,,,,narv_brak_lakeandmorrispoetryreading1979,"Brakhage, Stan",naf,"Lake, Larry",,"Morris, James Ryan, 1933-",naf,,,,,,,,,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,1979,audio/mp3,Sound,English,,,1095340,4606,narv_brak_lakeandmorrispoetryreading1979.mp3
